month,day,sched_dep_time,origin,distance,arr_delay
9,25,2338,JFK,856.4,27.2
6,21,1580,LGA,2616.7,5.4
2,29,2085,EWR,1968.3,16.5
1,31,1509,LGA,159.0,-14.7
5,19,570,LGA,2201.4,32.7
9,31,1410,JFK,203.1,-37.6
6,21,1093,JFK,2992.4,55.7
10,2,1895,EWR,2630.6,56.3
12,27,2140,EWR,962.3,-49.8
7,20,1099,JFK,846.5,50.8
5,10,1013,EWR,1206.2,37.0
10,2,2395,EWR,1132.9,-9.4
6,2,583,JFK,1179.8,2.4
5,28,1493,LGA,1023.0,-8.7
11,24,1566,EWR,1901.3,1.3
9,17,2189,JFK,576.4,43.4
6,16,1338,EWR,2553.3,16.5
11,16,1105,EWR,2456.0,17.5
8,14,1309,JFK,1481.8,8.5
2,7,632,EWR,2572.9,13.7
12,21,1918,EWR,816.7,-31.7
9,31,1588,EWR,150.9,-18.4
5,11,789,LGA,1895.7,42.9
7,24,875,LGA,1427.9,22.0
10,1,1268,EWR,1744.8,13.6
1,11,966,JFK,2708.1,38.1
10,23,1736,EWR,2912.8,15.3
5,21,1671,EWR,1939.9,8.5
12,4,2096,LGA,2315.8,68.4
10,7,970,LGA,343.0,7.7
2,26,648,LGA,566.1,6.0
12,15,587,EWR,2226.3,23.1
6,18,1847,EWR,1351.0,21.2
11,12,895,JFK,1393.3,39.2
1,31,1289,EWR,995.0,-0.8
3,17,1927,EWR,1861.3,52.6
5,1,1605,LGA,637.0,24.6
4,11,2164,LGA,1918.1,12.9
3,28,1809,LGA,604.0,31.1
10,1,1905,LGA,285.1,-31.3
5,15,1364,LGA,1058.0,16.6
11,28,2315,JFK,770.3,-22.1
8,21,1793,JFK,2678.1,15.2
11,10,1815,JFK,259.4,16.6
4,7,1976,LGA,612.2,-23.7
1,2,2238,LGA,1691.3,12.5
11,10,523,LGA,1495.1,10.4
7,24,1455,JFK,233.0,4.6
8,4,2386,LGA,121.0,-4.4
3,12,810,JFK,2965.4,-12.6
6,19,1984,LGA,2010.6,26.9
2,26,1731,EWR,1159.7,-21.8
7,11,2315,JFK,1464.3,-4.4
8,8,2240,EWR,873.0,4.7
6,18,1163,JFK,1100.1,33.3
6,11,937,LGA,1982.2,0.8
5,11,2061,LGA,2660.2,37.9
8,13,1205,EWR,634.0,54.3
1,3,1859,LGA,2537.0,35.9
10,12,921,JFK,452.5,-15.2
4,3,2273,LGA,723.5,19.5
4,10,820,LGA,207.8,14.3
3,27,2020,JFK,508.4,24.1
3,17,1086,EWR,2760.2,9.6
4,22,1446,EWR,1432.4,-39.0
11,2,1686,LGA,325.2,31.7
1,17,2334,JFK,2883.2,-3.7
11,16,2064,EWR,2649.1,39.1
11,2,1688,EWR,2288.6,51.8
2,28,1348,LGA,2807.1,14.1
9,22,2221,JFK,738.4,12.2
10,30,2089,EWR,2525.5,65.5
2,20,1818,LGA,2101.0,34.0
5,6,541,LGA,2622.3,11.4
9,28,1808,LGA,2411.0,8.9
9,25,1438,LGA,1104.8,12.5
8,29,886,EWR,2345.8,50.0
1,10,1661,JFK,861.1,4.8
1,28,1710,LGA,1052.9,29.5
9,10,1409,LGA,412.9,19.6
11,8,1215,EWR,2811.7,52.1
8,1,930,LGA,943.9,38.0
10,13,1053,LGA,1609.8,18.4
9,24,2385,JFK,1234.9,8.2
7,9,1939,LGA,2883.8,18.0
3,22,1299,EWR,1071.6,32.9
3,10,925,JFK,2357.8,-21.2
2,15,1939,EWR,2580.7,-8.3
5,5,525,JFK,1363.3,4.4
12,22,1894,JFK,1196.7,46.4
12,16,884,LGA,2268.5,29.3
3,13,555,LGA,2747.4,-8.4
6,22,1776,LGA,2289.3,39.3
2,25,1133,EWR,758.7,9.5
12,20,605,LGA,2676.1,2.7
3,18,1653,LGA,1224.0,-10.4
5,11,1348,JFK,1771.1,11.3
12,27,1169,LGA,2511.2,-52.2
11,9,875,LGA,646.3,5.7
11,16,1242,LGA,2375.1,29.0
1,2,1466,LGA,1828.9,33.3
1,26,807,JFK,2690.7,24.9
10,25,590,LGA,598.7,29.8
9,2,1916,JFK,1320.0,28.7
7,12,2057,EWR,2515.2,24.9
1,8,1301,LGA,155.8,-6.9
12,9,609,LGA,425.4,4.8
8,12,2084,LGA,2972.6,54.1
3,26,2164,JFK,913.1,14.9
8,9,1084,LGA,2929.1,11.3
5,10,839,LGA,629.3,38.9
1,25,2088,EWR,1147.2,44.4
7,2,1478,JFK,2283.3,43.9
5,16,855,JFK,2007.6,29.7
6,20,667,EWR,1785.3,32.1
6,7,1056,JFK,1636.7,26.0
8,28,1975,LGA,2546.0,-28.9
9,2,1404,LGA,781.4,-9.6
2,1,604,EWR,1383.2,-3.5
9,19,649,JFK,550.8,18.1
12,28,645,JFK,1828.2,-17.0
11,4,1215,JFK,826.6,-9.8
10,24,1373,EWR,1068.1,-17.4
9,22,798,LGA,1466.6,-5.6
10,27,1690,EWR,177.6,24.8
10,2,2236,LGA,366.6,-8.1
7,31,1145,EWR,2089.2,6.2
1,25,1222,LGA,1344.0,-18.5
7,14,1571,JFK,2607.9,8.7
10,2,1137,JFK,2114.5,18.7
5,29,738,JFK,123.5,35.4
6,15,1530,EWR,1888.5,-14.7
10,12,963,EWR,371.8,28.5
7,5,952,EWR,2364.7,-9.3
5,28,1283,JFK,2975.4,21.9
7,20,1396,LGA,1640.5,26.8
9,29,870,JFK,2080.1,19.1
3,7,2072,JFK,788.2,42.6
8,24,986,LGA,1369.0,32.3
2,21,1734,LGA,2582.7,31.1
11,10,664,LGA,585.5,-12.8
7,14,1648,LGA,870.1,8.2
2,14,1860,JFK,1391.8,35.7
4,5,691,EWR,2165.5,-71.8
7,18,1229,JFK,1190.1,-29.5
3,24,713,LGA,2790.4,32.4
2,14,1073,EWR,373.9,15.9
11,2,1851,EWR,1175.3,33.1
10,26,1456,JFK,2156.0,-10.1
7,12,880,JFK,755.4,27.4
1,22,1172,JFK,2003.6,-38.0
8,24,2101,EWR,576.2,-4.3
3,6,1297,EWR,262.3,22.4
12,4,738,EWR,450.9,4.4
12,13,2055,LGA,2797.0,18.1
2,4,1199,LGA,1700.1,11.6
3,22,1605,JFK,2409.4,41.8
5,14,1886,EWR,1064.7,17.3
11,31,1004,JFK,1818.7,4.7
8,16,701,EWR,1535.4,44.0
10,29,1419,JFK,2842.6,9.8
7,4,2027,LGA,2268.0,12.9
7,24,2167,EWR,2218.6,39.2
12,25,536,LGA,234.4,15.2
7,1,1143,EWR,1694.0,-35.4
8,13,2112,JFK,1454.3,17.5
1,4,2124,EWR,2790.7,4.4
4,20,1925,LGA,846.3,42.2
6,18,1264,EWR,882.5,12.7
9,6,2379,JFK,1292.9,14.3
2,3,1205,EWR,805.8,17.8
1,23,1699,LGA,474.6,9.4
10,13,1044,JFK,2586.5,43.8
12,27,2093,LGA,1719.0,0.0
2,16,1990,EWR,2598.0,35.6
7,27,1724,LGA,2510.3,40.8
3,5,1039,EWR,917.9,-21.0
10,4,2070,JFK,1688.4,70.0
2,21,1516,LGA,341.3,2.6
11,8,2160,LGA,2754.2,22.0
7,19,893,EWR,1272.4,-8.5
2,14,1332,LGA,1241.7,12.5
3,7,1565,LGA,978.0,-0.8
11,31,1096,JFK,1435.9,37.9
7,14,892,EWR,830.1,58.4
4,6,1199,EWR,1187.1,-12.6
1,12,2146,JFK,2419.8,34.0
5,16,2306,JFK,2519.3,-41.5
12,17,940,EWR,982.1,3.9
9,13,2360,JFK,1460.1,28.8
8,23,2140,JFK,2634.1,48.6
12,14,2029,JFK,252.8,64.0
9,29,1417,EWR,2678.5,3.4
10,7,819,JFK,735.6,0.0
9,14,1052,LGA,2067.8,-35.4
7,15,1738,LGA,1789.4,53.8
4,12,1594,EWR,1703.5,3.1
5,17,1067,JFK,2592.1,42.8
1,9,1418,LGA,394.6,7.1
1,22,735,EWR,1106.4,36.6
3,15,1804,LGA,1660.9,20.2
8,12,1486,JFK,2452.7,31.5
2,2,2140,EWR,727.7,16.6
4,5,1685,LGA,2428.5,11.1
2,13,1714,EWR,1259.0,9.9
5,27,1532,LGA,647.9,-12.9
9,20,559,LGA,2301.1,17.7
1,23,1392,JFK,363.6,-19.3
5,8,2340,JFK,1592.8,15.1
9,27,724,LGA,285.2,-63.8
1,14,2342,EWR,1133.6,29.3
9,15,1199,EWR,1843.1,15.3
8,11,1081,JFK,1712.7,12.8
4,1,2328,LGA,1273.5,21.4
12,21,1810,JFK,1344.2,10.2
11,31,1493,LGA,757.6,21.4
10,3,668,LGA,1422.1,-39.7
5,17,1585,JFK,2864.4,46.2
5,28,1872,EWR,2566.3,19.3
11,19,1965,JFK,521.2,10.5
12,14,513,LGA,186.4,33.5
6,22,663,JFK,2807.2,11.4
7,30,1943,EWR,1627.6,28.3
8,23,1256,EWR,1659.7,27.5
8,8,2370,LGA,2364.1,-1.2
11,13,2043,JFK,1012.6,10.6
2,27,2189,EWR,1497.5,-1.2
9,20,2071,JFK,2909.1,7.2
7,3,2083,EWR,2049.2,51.0
4,5,2120,LGA,545.9,13.9
4,9,1551,LGA,486.4,-10.8
11,29,2231,JFK,692.4,-23.4
8,6,945,LGA,2323.5,13.7
4,31,1731,EWR,956.6,24.3
6,25,1993,LGA,162.0,26.4
5,31,1215,EWR,2838.1,18.7
3,22,1475,EWR,592.2,45.1
10,2,1318,LGA,127.7,-3.5
11,13,603,EWR,787.7,-23.7
2,5,1241,EWR,781.6,9.9
9,28,925,JFK,1323.8,16.6
10,27,1624,JFK,2769.1,-2.0
9,25,2064,JFK,2649.6,-14.9
1,8,1138,LGA,1425.0,29.6
10,23,1349,JFK,1291.6,-7.4
3,1,2045,EWR,1709.5,-1.6
8,20,1629,LGA,806.0,25.9
6,12,2202,LGA,251.3,21.9
5,23,1268,LGA,2823.7,10.8
5,11,2330,LGA,641.4,14.3
6,7,776,EWR,675.4,4.6
7,15,1588,EWR,1470.1,17.7
1,22,2306,JFK,1525.7,-15.3
9,24,1399,LGA,153.5,0.1
3,11,687,JFK,529.1,13.4
4,29,1840,EWR,1196.6,16.7
10,22,1661,LGA,2082.8,-20.9
1,26,1866,EWR,762.4,5.6
11,16,604,JFK,1326.7,44.1
10,3,1045,EWR,1716.3,-19.1
3,20,879,LGA,2676.9,46.7
2,14,609,LGA,1045.6,10.0
2,3,1044,JFK,487.3,-11.1
1,1,853,LGA,1518.9,-12.7
8,31,1242,EWR,2265.5,58.7
3,26,816,EWR,418.6,80.0
3,21,1789,EWR,1331.6,9.8
6,15,2217,EWR,151.6,18.7
8,1,2375,JFK,197.3,-27.8
9,17,1588,EWR,1500.6,-32.5
9,2,832,JFK,964.8,-14.9
4,29,2036,EWR,2550.8,14.1
5,20,1656,JFK,1846.2,20.3
2,6,1091,EWR,1416.4,18.5
11,8,1282,EWR,1283.0,17.7
9,29,2276,JFK,1542.0,26.4
8,16,1039,LGA,217.3,4.5
3,19,1234,LGA,2689.1,2.3
11,1,2058,LGA,2995.1,3.9
12,3,2019,JFK,626.3,6.0
9,28,1120,LGA,449.1,-36.6
3,3,1118,LGA,516.4,-24.6
9,5,2180,JFK,2017.0,-33.3
2,27,1892,LGA,2018.2,15.4
12,12,2389,LGA,2559.0,25.3
10,12,1408,LGA,2280.3,6.7
9,20,2174,JFK,1404.1,14.7
8,13,2319,JFK,1877.3,43.5
9,20,2333,LGA,2096.0,-3.3
5,9,1491,LGA,1586.9,38.5
11,7,598,JFK,1479.4,-8.1
11,4,816,LGA,1970.8,-4.9
2,19,622,JFK,1716.7,7.4
8,22,1843,LGA,1967.4,35.0
12,19,1298,JFK,1877.3,-14.7
6,6,2116,EWR,2185.7,39.7
8,27,2018,EWR,1964.1,37.1
11,13,956,JFK,1607.3,-21.2
5,11,1021,EWR,2077.2,47.6
10,13,1019,LGA,1403.5,-21.2
2,13,1416,JFK,800.8,-10.8
6,28,1216,JFK,104.1,0.4
5,25,814,LGA,1723.9,23.4
12,22,1208,LGA,1812.9,10.7
12,28,1209,JFK,2918.9,24.7
5,20,2065,LGA,1148.3,-7.2
1,15,2002,JFK,1243.0,1.0
2,21,1543,LGA,685.2,-50.3
8,13,1059,JFK,304.5,4.4
3,22,1468,LGA,2341.1,-12.6
10,11,1653,LGA,824.1,20.6
3,19,1816,EWR,1865.8,79.1
8,8,1655,EWR,2094.5,42.3
8,20,855,EWR,1466.6,-36.3
2,8,1577,LGA,2641.4,-32.0
8,10,1389,JFK,1387.0,-8.3
11,26,1292,LGA,926.2,-38.5
1,16,1910,EWR,2698.4,18.0
6,19,764,LGA,2598.5,5.8
8,26,1481,EWR,575.7,-9.8
3,23,1738,EWR,175.3,25.6
8,11,1983,JFK,361.0,48.2
12,13,1981,JFK,931.0,33.8
1,28,1301,EWR,2919.6,11.6
11,9,542,EWR,1719.7,2.5
11,20,2109,LGA,1182.5,1.4
9,24,1361,EWR,2677.3,-28.8
11,19,1801,LGA,1414.1,8.1
9,16,2361,EWR,1014.2,-16.8
5,7,2277,JFK,2829.5,40.8
10,19,1653,JFK,2563.6,21.7
4,12,849,EWR,2546.6,25.1
11,15,2229,LGA,1585.6,-34.8
6,31,2067,LGA,2389.4,69.1
12,23,1629,LGA,620.1,52.8
7,14,1411,EWR,1762.3,51.4
5,11,2239,EWR,2953.2,-2.4
11,26,500,JFK,943.8,10.7
10,10,2280,JFK,2403.6,-3.6
9,27,1083,EWR,1522.4,-14.6
3,11,931,JFK,215.4,26.1
7,6,1829,LGA,2312.8,25.8
10,2,2050,LGA,588.9,-13.0
10,11,552,EWR,1931.3,30.9
11,19,1439,LGA,348.4,-13.3
5,6,1019,EWR,2845.9,-14.3
7,14,1853,LGA,946.0,29.3
2,20,2081,EWR,756.7,-3.7
4,6,1848,LGA,474.5,30.2
2,17,1637,LGA,2843.4,5.5
12,10,646,JFK,2164.5,51.9
7,28,1689,JFK,2250.8,16.9
2,1,1902,JFK,1548.3,43.1
11,3,1662,JFK,1476.7,15.7
1,8,1128,JFK,419.1,-11.9
9,8,798,JFK,1723.5,2.0
1,27,1799,EWR,816.1,37.0
8,20,1288,EWR,2933.7,28.7
2,22,1349,JFK,2410.1,5.6
12,15,2348,EWR,1297.7,11.6
8,24,677,JFK,538.9,-19.8
3,7,1341,EWR,2377.5,14.4
6,11,1877,LGA,454.0,38.9
3,7,1677,EWR,649.1,-19.0
7,29,1724,EWR,713.4,27.0
10,4,1377,EWR,1715.0,-5.8
9,25,1638,LGA,2382.5,47.0
2,12,2194,JFK,1011.5,11.9
12,26,2077,EWR,345.5,31.8
12,6,1258,EWR,1447.2,7.4
5,14,1591,LGA,2269.5,19.9
6,12,1968,JFK,742.8,49.1
4,11,944,EWR,737.8,-25.8
4,19,1849,LGA,2847.0,30.3
4,21,2369,JFK,2867.0,43.4
2,5,1207,JFK,2972.4,33.0
4,14,1101,EWR,2442.2,5.5
11,21,2146,EWR,645.7,8.4
1,24,1882,EWR,714.7,18.9
12,16,644,EWR,1086.7,-14.4
6,25,774,LGA,1022.6,29.7
1,13,1008,LGA,2873.9,-37.7
10,25,1702,EWR,2388.3,21.9
6,29,1252,JFK,2199.6,7.2
1,22,2361,EWR,639.3,-2.0
6,22,2354,JFK,2737.6,17.7
10,25,976,JFK,2500.8,4.8
8,20,2366,JFK,574.6,11.0
11,22,1937,LGA,2626.4,11.2
2,4,1676,JFK,889.5,24.2
2,11,1627,JFK,334.5,38.6
12,17,1598,LGA,2004.8,-36.4
4,7,1651,JFK,1996.0,58.0
11,14,2234,JFK,375.3,-18.8
3,26,1165,EWR,1024.7,-15.5
4,11,1067,JFK,2979.2,-2.8
12,28,2313,JFK,2067.4,33.0
7,22,1868,JFK,2217.2,29.2
11,9,1030,JFK,717.5,-23.6
1,23,658,JFK,328.5,0.1
6,13,2061,LGA,903.0,11.4
3,23,1949,JFK,821.8,38.9
11,18,1180,JFK,780.2,-1.4
10,28,522,LGA,659.0,-7.8
7,11,1570,LGA,1766.8,48.2
10,15,1024,JFK,1051.5,15.0
2,25,1228,JFK,2479.0,72.0
2,26,2357,JFK,633.4,-38.5
4,25,2229,EWR,1447.4,4.3
1,22,643,EWR,139.6,15.8
3,29,2108,JFK,1496.9,4.3
9,19,1167,LGA,261.9,2.7
7,1,2112,JFK,2935.4,63.9
7,4,1942,LGA,2392.7,66.1
11,14,1180,LGA,1521.3,-16.6
4,14,1472,LGA,351.1,-19.6
2,3,1298,JFK,1818.1,-31.2
4,30,584,JFK,2300.4,15.4
6,28,915,LGA,653.1,30.0
11,17,1193,EWR,1747.8,-8.8
11,3,981,EWR,2461.2,-19.9
3,16,955,EWR,2327.9,-17.0
1,14,1326,LGA,2428.7,26.2
12,30,796,JFK,2650.0,36.1
8,20,1635,LGA,2819.3,24.1
12,29,1753,EWR,1276.0,67.8
5,13,1619,JFK,1749.4,27.5
5,15,1449,LGA,2392.9,-8.4
11,14,1179,LGA,2121.7,-4.5
4,24,877,EWR,2987.0,10.8
6,25,1679,LGA,139.7,23.5
3,19,920,JFK,1129.9,-0.3
9,6,604,EWR,915.0,-36.0
5,10,2228,EWR,860.7,-28.0
3,27,829,JFK,745.3,11.4
11,15,938,EWR,2156.5,26.5
1,21,1655,LGA,345.8,50.1
10,22,2390,LGA,2250.7,20.4
12,20,881,EWR,2110.9,14.8
6,26,637,JFK,827.3,40.0
2,6,1442,LGA,833.2,19.6
3,23,1342,JFK,1923.7,-1.0
1,25,769,LGA,2310.3,42.3
9,10,2073,LGA,2641.8,30.9
8,7,895,EWR,2571.2,14.0
12,22,2080,EWR,2898.2,15.8
2,17,1412,JFK,1786.0,-44.0
12,18,963,EWR,2735.1,51.4
11,17,2198,LGA,2444.7,1.6
8,9,949,LGA,2694.5,14.7
12,10,1854,JFK,133.7,41.7
9,10,1776,JFK,2901.1,23.8
1,25,2204,LGA,1473.2,-30.2
5,7,1808,EWR,2414.7,61.9
8,16,1797,EWR,468.9,50.0
11,29,519,JFK,1248.2,20.0
2,18,738,JFK,887.2,-10.8
4,6,1793,LGA,945.8,26.5
7,27,917,LGA,457.4,-6.7
3,20,1833,JFK,2436.7,-17.7
12,1,1554,LGA,126.8,18.1
5,1,2349,JFK,1006.3,17.2
8,12,1627,JFK,605.8,25.6
12,21,2205,EWR,1808.2,19.3
10,28,685,JFK,837.3,-6.2
3,2,1651,LGA,851.1,14.2
4,4,1733,EWR,1516.2,6.6
9,17,1937,EWR,1992.8,25.8
7,4,1804,LGA,451.8,45.2
1,11,752,LGA,609.0,32.6
12,22,518,LGA,816.8,17.1
4,26,1211,JFK,2923.9,29.7
4,4,2255,EWR,1251.7,14.0
9,1,1659,JFK,1837.1,56.7
6,7,722,JFK,800.5,37.0
9,30,502,JFK,1522.3,64.7
12,18,1759,JFK,314.9,46.5
6,9,1353,EWR,200.8,4.5
6,29,1988,EWR,1459.3,41.6
5,3,727,JFK,1256.1,7.5
5,8,1412,LGA,497.0,-8.0
2,29,2177,EWR,2094.0,-3.0
8,24,998,JFK,2979.4,20.6
8,19,1020,LGA,1247.4,12.5
11,4,1201,LGA,1911.2,44.6
1,18,2385,JFK,2892.6,36.5
8,20,1416,EWR,2511.5,48.1
5,27,2200,LGA,1444.3,-8.1
2,11,1662,EWR,2238.7,27.9
2,27,1799,EWR,471.6,10.1
6,14,790,LGA,1585.1,22.5
11,25,1576,JFK,909.3,17.3
9,18,2210,LGA,567.4,11.8
1,28,1633,LGA,1336.2,17.2
12,28,1214,EWR,479.9,-10.0
6,29,1447,JFK,2127.1,55.7
9,16,1147,EWR,1423.1,23.6
8,3,1527,LGA,1640.3,-11.6
11,15,2190,JFK,524.5,-0.3
6,27,1183,JFK,505.3,15.2
3,27,1369,JFK,1791.9,2.8
8,31,1570,JFK,2956.5,27.8
9,4,593,JFK,379.1,36.5
1,5,1439,LGA,928.6,26.1
12,17,1059,LGA,2621.4,38.7
9,7,2275,LGA,309.6,3.8
6,16,2382,EWR,2640.1,-13.0
6,14,712,JFK,1620.4,35.5
12,26,935,JFK,1284.0,20.7
4,16,1351,LGA,998.1,37.8
1,7,1007,JFK,961.6,35.0
10,9,1335,EWR,986.8,3.3
8,4,1150,JFK,2665.9,19.5
2,30,704,JFK,2199.0,13.9
12,30,880,EWR,2042.2,-56.1
1,22,1596,LGA,2416.4,4.5
2,11,2039,LGA,845.6,36.9
1,2,1599,JFK,1892.3,19.4
1,12,2364,EWR,1434.2,8.5
9,12,576,LGA,2369.1,9.9
1,30,1315,LGA,996.8,20.7
4,4,1267,LGA,1965.2,9.0
10,18,909,JFK,2658.4,-14.8
6,26,2137,EWR,1266.2,36.1
7,21,605,JFK,293.2,50.8
2,31,2368,LGA,1596.5,-17.2
6,7,1050,EWR,1103.3,60.7
7,29,1999,JFK,2049.5,41.9
10,1,1325,LGA,2858.0,24.4
10,31,1798,LGA,1508.3,50.0
2,26,587,JFK,1452.0,-23.5
2,26,2246,LGA,1998.3,-2.5
10,23,1380,LGA,400.1,1.7
7,26,1600,EWR,835.2,-8.1
12,13,1600,LGA,2765.0,52.5
1,6,1965,JFK,2042.8,-4.9
8,6,1039,EWR,139.0,21.1
11,12,744,JFK,693.4,-4.8
3,8,1077,LGA,2080.2,20.1
11,24,2301,EWR,2316.8,-8.9
6,22,1905,EWR,2535.6,3.0
9,19,1481,EWR,947.3,1.5
6,5,1216,EWR,2800.0,45.9
9,18,2093,JFK,1703.5,42.2
7,31,2236,LGA,2120.0,35.2
9,30,2260,LGA,1830.5,-5.1
2,5,641,EWR,455.9,3.9
12,30,1392,LGA,2893.0,-17.0
8,25,1891,JFK,456.3,8.1
8,10,1607,LGA,839.2,18.2
2,1,1666,JFK,2459.5,-18.0
12,10,851,JFK,1893.9,-2.3
4,5,1044,LGA,2530.6,34.0
11,12,1412,JFK,1595.6,29.2
7,22,651,JFK,1193.3,26.2
11,30,1681,JFK,2773.4,5.5
4,27,1969,JFK,205.1,7.6
4,7,1152,EWR,2582.8,-32.4
6,9,1457,LGA,769.4,32.7
10,22,1262,EWR,2561.3,37.9
6,21,1826,JFK,503.7,48.5
10,12,1123,LGA,1782.6,14.5
3,23,1155,JFK,2675.5,-13.0
9,29,949,LGA,1473.3,6.5
12,1,1220,EWR,2265.0,-4.7
10,11,1747,LGA,2433.5,-9.4
11,30,542,JFK,2235.8,26.5
2,21,763,LGA,2783.5,-8.8
6,15,2279,LGA,1395.8,-31.4
12,2,1526,EWR,602.1,15.8
7,20,2160,JFK,238.7,12.5
12,7,1791,LGA,814.7,-32.5
9,21,1095,EWR,515.3,-5.7
3,12,1539,LGA,1718.1,39.1
10,22,1857,JFK,636.3,34.8
3,18,1987,LGA,212.9,-23.6
7,3,1582,LGA,204.4,8.6
4,7,1512,LGA,2511.6,-12.1
8,11,676,LGA,1815.2,6.2
7,18,562,JFK,1138.4,15.8
5,12,1457,EWR,2693.3,16.8
7,6,1502,EWR,303.6,31.1
3,5,1060,LGA,2942.9,40.5
12,26,1830,JFK,1887.2,33.8
2,1,1769,JFK,632.0,27.4
6,12,1812,JFK,2069.3,24.8
2,27,2321,JFK,2313.8,-19.1
3,31,1454,JFK,1345.1,-35.6
6,26,1855,JFK,2598.7,-0.7
5,11,2050,LGA,537.1,10.9
8,4,1349,EWR,908.6,12.4
9,27,1778,EWR,371.1,-4.5
11,18,1103,LGA,711.5,-0.3
3,4,2033,EWR,792.3,31.4
12,17,2314,JFK,2761.1,21.6
10,2,2241,JFK,326.5,-9.5
3,29,1105,EWR,1339.5,-1.0
3,24,2260,JFK,1644.0,-7.7
6,22,2336,JFK,2706.2,3.7
1,2,1329,EWR,2993.3,-31.7
7,12,1986,LGA,2284.8,39.1
12,31,1722,EWR,2915.3,30.7
1,6,1794,EWR,2382.6,27.7
5,10,1245,EWR,2893.3,11.5
10,25,1057,EWR,2151.1,-23.2
8,23,563,LGA,331.3,26.4
4,25,1753,LGA,1265.6,56.1
5,21,1441,JFK,1975.1,4.8
4,23,748,JFK,1117.1,-16.0
12,27,1769,EWR,892.8,-12.0
12,16,1439,JFK,1774.5,18.9
4,31,2110,LGA,2807.2,44.0
12,14,656,JFK,201.4,49.6
8,7,1234,JFK,2330.8,35.3
2,28,2225,JFK,2195.9,49.4
1,28,1484,EWR,2895.5,34.9
3,19,2087,JFK,2799.1,46.4
9,23,1611,LGA,2310.5,22.2
4,17,1836,LGA,1609.2,7.3
10,9,2374,LGA,692.4,25.2
5,26,1589,LGA,1681.2,34.1
2,13,1161,JFK,2319.5,10.5
4,22,1543,EWR,2697.4,21.4
2,5,532,LGA,2390.2,37.7
2,23,2363,LGA,666.3,19.7
4,5,2316,EWR,1839.1,2.2
6,10,1057,EWR,1063.3,28.3
7,21,572,LGA,126.7,12.7
10,27,2389,LGA,680.6,-1.8
3,10,1324,EWR,428.3,-17.2
3,27,1866,LGA,2543.9,-27.5
10,7,1656,LGA,849.7,51.5
6,26,1578,JFK,925.6,21.7
12,15,560,EWR,2883.8,7.9
3,7,2380,JFK,1199.4,-15.7
2,29,2043,JFK,127.8,39.0
8,27,771,EWR,923.2,24.2
5,15,745,JFK,446.0,-8.6
1,3,1699,LGA,398.1,39.2
3,19,1127,JFK,324.7,0.3
10,10,1840,EWR,1820.5,38.0
8,28,2306,LGA,649.1,47.8
4,29,1204,LGA,1147.6,24.6
7,15,1161,LGA,2599.9,11.0
10,3,1654,LGA,1330.6,64.8
12,6,1625,JFK,2755.5,18.6
2,12,809,JFK,1544.0,24.2
7,15,2305,LGA,1256.6,3.0
5,6,1815,EWR,2276.1,24.1
5,13,2245,LGA,312.2,-21.7
6,29,994,JFK,359.5,12.5
9,19,1884,LGA,1990.7,-4.1
6,3,837,JFK,1512.1,12.3
12,8,1078,LGA,2392.2,19.9
8,8,509,EWR,2757.2,2.9
7,23,548,LGA,1226.3,2.2
9,26,2010,EWR,1829.6,9.4
4,20,1122,EWR,1552.0,64.9
2,15,1844,LGA,2946.7,49.8
7,4,1230,EWR,2510.1,8.5
6,19,2092,EWR,2744.0,29.5
1,21,1294,JFK,837.6,-14.4
11,3,1470,JFK,2340.3,14.2
9,13,2148,EWR,869.9,2.2
9,8,632,LGA,705.4,21.3
12,23,2106,EWR,2838.4,9.6
2,16,582,LGA,156.0,37.3
3,13,556,JFK,2899.6,34.8
5,3,875,LGA,532.9,-13.0
5,16,848,EWR,2476.4,10.4
1,9,770,EWR,900.2,13.7
8,28,2006,EWR,1117.0,40.8
12,14,610,EWR,728.6,26.9
8,13,1368,EWR,1798.0,67.1
4,21,1386,LGA,1109.5,42.8
7,25,575,EWR,2006.4,44.3
11,7,1681,JFK,145.4,23.4
10,15,2055,EWR,286.7,15.7
3,7,2166,LGA,389.0,-7.9
6,6,828,EWR,1315.1,-12.4
10,2,621,EWR,2462.9,4.5
10,9,540,LGA,2675.7,2.0
12,22,1690,EWR,810.0,44.3
9,24,1421,LGA,1765.7,-3.3
1,17,1141,EWR,2328.3,-7.8
5,5,1546,JFK,937.6,8.6
4,12,778,EWR,1286.1,12.6
8,1,1262,LGA,1619.5,15.4
11,10,968,JFK,491.1,35.7
12,11,1923,LGA,175.3,21.9
1,16,508,EWR,543.1,43.0
9,14,512,JFK,1917.9,-10.7
6,8,1423,LGA,313.5,-3.5
4,24,1422,JFK,650.1,4.1
12,17,2342,JFK,1079.8,41.2
9,25,2355,LGA,325.8,-0.2
11,18,1575,JFK,655.9,22.6
5,12,1732,LGA,2742.7,-24.1
5,25,2073,JFK,156.0,38.3
12,17,2135,JFK,1995.0,-6.5
5,28,2228,JFK,1214.8,24.6
1,26,1925,EWR,2050.7,51.1
1,14,1714,EWR,1807.2,3.0
8,16,1574,LGA,748.1,15.9
12,14,1916,JFK,2556.9,15.1
8,9,1152,LGA,1526.6,20.4
12,4,2203,EWR,2485.4,-8.6
6,25,2346,EWR,1277.4,4.4
12,23,1120,EWR,2955.6,38.7
